V0;V1;V2a;V2b;V3a;V3b;V4a;V4b;V4c;V5a;V5b;V5c;V6;V7;V8;V9;V10a;V10b;V11a;V11b;V11c;V12a;V12b;V13a;V13b;V14a;V14b;V15a;V15b;V16a;V16b;V17;V18;V19
NUI2498;Porto Alegre;Esteio;Grupo 3;SEM NOME 19;3;15;Censo IBGE;2010;1;NA;NA;3;1;3;1;1;NA;0;NA;NA;2;NA;1;-;4;NA;4;NA;1;NA;1;Area pública, Lei municipal 6201;até 50
NUI2609;Porto Alegre;Guaíba;Grupo 3;Lotes no Lot. Neiva*;3;5;Censo IBGE;2010;1;NA;NA;4;3;3;4;1;NA;0;NA;NA;2;NA;1;-;4;NA;2;NA;1;NA;1;Nome do NUI foi atribuído pela equipe da pesquisa de campo;até 50
NUI2610;Porto Alegre;Guaíba;Grupo 3;Lote na R. Evaristo Lopes*;3;1;Estimativa imagem de satélite;2021;1;NA;NA;4;3;3;4;1;NA;0;NA;NA;2;NA;1;-;4;NA;2;NA;1;NA;1;Nome do NUI foi atribuído pela equipe da pesquisa de campo;até 50
NUI2611;Porto Alegre;Guaíba;Grupo 3;Lotes na R. Sia Alice*;3;11;Censo IBGE;2010;1;NA;NA;4;3;3;4;1;NA;0;NA;NA;2;NA;1;-;4;NA;2;NA;1;NA;1;Nome do NUI foi atribuído pela equipe da pesquisa de campo;até 50
NUI2612;Porto Alegre;Guaíba;Grupo 3;Lotes na Av. Eletrical*;3;2;CADUNICO;2020;1;NA;NA;4;3;3;4;1;NA;0;NA;NA;2;NA;1;-;4;NA;2;NA;1;NA;1;Nome do NUI foi atribuído pela equipe da pesquisa de campo;até 50
NUI2613;Porto Alegre;Guaíba;Grupo 3;Area Verde C-16;1;15;Censo IBGE;2010;1;NA;NA;4;3;3;4;1;NA;0;NA;NA;2;NA;1;-;1;NA;2;NA;2;NA;2;NA;até 50
NUI2614;Porto Alegre;Guaíba;Grupo 3;Lotes R. F. Coutinho*;3;3;Censo IBGE;2010;1;NA;NA;4;3;3;4;1;NA;0;NA;NA;2;NA;1;-;4;NA;2;NA;1;NA;1;Nome do NUI foi atribuído pela equipe da pesquisa de campo;até 50
NUI2615;Porto Alegre;Guaíba;Grupo 3;Lotes R. 15 de novembro*;3;2;Censo IBGE;2010;1;NA;NA;4;3;3;4;1;NA;0;NA;NA;2;NA;1;-;4;NA;2;NA;1;NA;1;Nome do NUI foi atribuído pela equipe da pesquisa de campo;até 50
NUI2616;Porto Alegre;Guaíba;Grupo 3;Lotes R. 15 de novembro*;3;3;Censo IBGE;2010;1;NA;NA;4;3;3;4;1;NA;0;NA;NA;2;NA;1;-;4;NA;2;NA;1;NA;1;Nome do NUI foi atribuído pela equipe da pesquisa de campo;até 50
NUI2617;Porto Alegre;Guaíba;Grupo 3;Lotes R. Oscar Hoff*;3;15;Censo IBGE;2010;1;NA;NA;4;3;3;4;1;NA;0;NA;NA;2;NA;1;-;4;NA;2;NA;1;NA;1;Nome do NUI foi atribuído pela equipe da pesquisa de campo;até 50
NUI2618;Porto Alegre;Guaíba;Grupo 3;Desapropriada;1;49;Censo IBGE;2010;1;NA;NA;4;3;2;4;1;NA;1;FBDS;NA;2;NA;1;-;3;NA;3;NA;2;NA;2;NA;até 50
NUI2619;Porto Alegre;Guaíba;Grupo 3;Lotes R. M. Fernandes da Cunha*;3;10;Censo IBGE;2010;1;NA;NA;4;3;3;4;1;NA;0;NA;NA;2;NA;1;-;4;NA;2;NA;1;NA;1;Nome do NUI foi atribuído pela equipe da pesquisa de campo;até 50
NUI2620;Porto Alegre;Guaíba;Grupo 3;Lotes prox. Cemitério Municipal*;3;9;Censo IBGE;2010;1;NA;NA;4;3;3;4;1;NA;0;NA;NA;2;NA;1;-;4;NA;2;NA;1;NA;1;Nome do NUI foi atribuído pela equipe da pesquisa de campo;até 50
NUI2621;Porto Alegre;Guaíba;Grupo 3;Lote R. Osvaldo Poeta*;3;1;Censo IBGE;2010;1;NA;NA;4;3;3;4;1;NA;0;NA;NA;2;NA;1;-;4;NA;2;NA;1;NA;1;Nome do NUI foi atribuído pela equipe da pesquisa de campo;até 50
NUI2622;Porto Alegre;Guaíba;Grupo 3;Lote. R. Gal. Neto*;3;5;Censo IBGE;2010;1;NA;NA;4;3;3;4;1;NA;0;NA;NA;2;NA;1;-;4;NA;2;NA;1;NA;1;Nome do NUI foi atribuído pela equipe da pesquisa de campo;até 50
NUI2623;Porto Alegre;Guaíba;Grupo 3;Lotes R. Santo Onofre*;3;10;Censo IBGE;2010;1;NA;NA;4;3;3;4;1;NA;0;NA;NA;2;NA;1;-;4;NA;2;NA;1;NA;1;Nome do NUI foi atribuído pela equipe da pesquisa de campo;até 50
NUI2624;Porto Alegre;Guaíba;Grupo 3;Lotes Trav. da Alegria*;3;5;Censo IBGE;2010;1;NA;NA;4;3;3;4;1;NA;0;NA;NA;2;NA;1;-;4;NA;2;NA;1;NA;1;Nome do NUI foi atribuído pela equipe da pesquisa de campo;até 50
NUI2625;Porto Alegre;Guaíba;Grupo 3;Area Verde Lot. Industrial Sao Francisco;3;64;Aglomerados Subnormais 2019;2020;2;NA;NA;4;3;3;4;1;NA;0;NA;NA;2;NA;1;-;1;NA;2;NA;1;NA;2;IBGE;de 51 a 99
NUI2626;Porto Alegre;Guaíba;Grupo 3;Lotes R. Marcilio Dias*;3;3;Censo IBGE;2010;1;NA;NA;4;3;3;4;1;NA;1;FBDS;NA;2;NA;1;-;4;NA;2;NA;1;NA;1;Nome do NUI foi atribuído pela equipe da pesquisa de campo;até 50
NUI2627;Porto Alegre;Guaíba;Grupo 3;Area Verde 06;1;1;Censo IBGE;2010;1;NA;NA;4;3;2;4;1;NA;0;NA;NA;2;NA;1;-;1;NA;1;NA;2;NA;1;NA;até 50
NUI2628;Porto Alegre;Guaíba;Grupo 3;Habitacao Coletiva;1;7;Censo IBGE;2010;1;NA;NA;3;3;2;4;1;NA;0;NA;NA;2;NA;1;-;4;NA;4;NA;4;NA;2;NA;até 50
NUI2629;Porto Alegre;Guaíba;Grupo 3;Lotes Av. Joao Salazar - Forsul;3;15;Censo IBGE;2010;2;NA;NA;4;3;3;4;1;NA;0;NA;NA;2;NA;1;-;1;NA;2;NA;1;NA;2;IBGE;até 50
NUI2630;Porto Alegre;Guaíba;Grupo 3;Lotes Av. Zeferino da Boa Vista*;3;10;Censo IBGE;2010;1;NA;NA;4;3;3;4;1;NA;0;NA;NA;2;NA;1;-;4;NA;2;NA;1;NA;1;Nome do NUI foi atribuído pela equipe da pesquisa de campo;até 50
NUI2631;Porto Alegre;Guaíba;Grupo 3;Lotes Av. Zeferino da Boa Vista*;3;1;Censo IBGE;2010;1;NA;NA;4;3;3;4;1;NA;0;NA;NA;2;NA;1;-;4;NA;2;NA;1;NA;1;Nome do NUI foi atribuído pela equipe da pesquisa de campo;até 50
NUI2632;Porto Alegre;Guaíba;Grupo 3;Lote R. Dona Frutosa*;3;1;Estimativa imagem de satélite;2021;1;NA;NA;4;3;3;4;1;NA;0;NA;NA;2;NA;1;-;4;NA;2;NA;1;NA;1;Nome do NUI foi atribuído pela equipe da pesquisa de campo;até 50
NUI2633;Porto Alegre;Guaíba;Grupo 3;Lotes R. Gal. Neto*;3;10;Censo IBGE;2010;1;NA;NA;4;3;3;4;1;NA;0;NA;NA;2;NA;1;-;4;NA;2;NA;1;NA;1;Nome do NUI foi atribuído pela equipe da pesquisa de campo;até 50
NUI2634;Porto Alegre;Guaíba;Grupo 3;Area Verde C-1;1;22;Censo IBGE;2010;1;NA;NA;4;3;3;4;1;NA;0;NA;NA;1;NA;1;-;2;NA;2;NA;2;NA;2;NA;até 50
NUI2635;Porto Alegre;Guaíba;Grupo 3;Primavera (IBGE);3;803;Censo IBGE;2010;2;NA;NA;4;3;3;4;1;NA;1;FBDS;NA;2;NA;1;-;1;NA;2;NA;1;NA;2;IBGE;de 701 a 2.000
NUI2636;Porto Alegre;Guaíba;Grupo 3;Area Verde Lot. Industrial Sao Francisco - R. Tramandai;3;26;Censo IBGE;2010;1;NA;NA;4;3;2;4;1;NA;0;NA;NA;3;Eletricidade;1;-;4;NA;4;NA;3;NA;3;IBGE/POLO;até 50
NUI2637;Porto Alegre;Guaíba;Grupo 3;Area no B. Sao Francisco*;3;76;Censo IBGE;2010;1;NA;NA;4;3;3;4;1;NA;0;NA;NA;2;NA;1;-;4;NA;2;NA;1;NA;1;Nome do NUI foi atribuído pela equipe da pesquisa de campo;de 51 a 99
NUI2638;Porto Alegre;Guaíba;Grupo 3;Lote no Lot. Primavera;3;27;Censo IBGE;2010;1;NA;NA;4;3;3;4;1;NA;0;NA;NA;2;NA;1;-;4;NA;2;NA;1;NA;1;Nome do NUI foi atribuído pela equipe da pesquisa de campo;até 50
NUI2639;Porto Alegre;Guaíba;Grupo 3;Lotes Lot. Sao Jorge - Area da escola*;3;95;Censo IBGE;2010;1;NA;NA;4;3;3;4;1;NA;0;NA;NA;2;NA;1;-;4;NA;2;NA;1;NA;1;Nome do NUI foi atribuído pela equipe da pesquisa de campo;de 51 a 99
NUI2640;Porto Alegre;Guaíba;Grupo 3;Lotes Lot. Sao Jorge - Area da escola*;3;140;Censo IBGE;2010;1;NA;NA;4;3;3;4;1;NA;0;NA;NA;2;NA;1;-;4;NA;2;NA;1;NA;1;Nome do NUI foi atribuído pela equipe da pesquisa de campo;de 100 a 700
NUI2641;Porto Alegre;Guaíba;Grupo 3;Lotes Lot. Sao Jorge*;3;16;Censo IBGE;2010;1;NA;NA;4;3;3;4;1;NA;0;NA;NA;2;NA;1;-;4;NA;2;NA;1;NA;1;Nome do NUI foi atribuído pela equipe da pesquisa de campo;até 50
NUI2642;Porto Alegre;Guaíba;Grupo 3;Lotes Lot. Sao Jorge*;3;8;Censo IBGE;2010;1;NA;NA;4;3;3;4;1;NA;0;NA;NA;2;NA;1;-;4;NA;2;NA;1;NA;1;Nome do NUI foi atribuído pela equipe da pesquisa de campo;até 50
NUI2643;Porto Alegre;Guaíba;Grupo 3;Lotes Lot. Sao Jorge*;3;4;Censo IBGE;2010;1;NA;NA;4;3;3;4;1;NA;0;NA;NA;2;NA;1;-;4;NA;2;NA;1;NA;1;Nome do NUI foi atribuído pela equipe da pesquisa de campo;até 50
NUI2644;Porto Alegre;Guaíba;Grupo 3;Quadra JJ;3;31;Aglomerados Subnormais 2019;2020;2;NA;NA;4;3;3;4;1;NA;0;NA;NA;2;NA;1;-;1;NA;2;NA;1;NA;2;IBGE;até 50
NUI2645;Porto Alegre;Guaíba;Grupo 3;Area na Vila Pedras Brancas*;3;52;CADUNICO;2020;1;NA;NA;4;3;3;4;1;NA;0;NA;NA;2;NA;1;-;4;NA;2;NA;1;NA;1;Nome do NUI foi atribuído pela equipe da pesquisa de campo;de 51 a 99
NUI2646;Porto Alegre;Guaíba;Grupo 3;Area Verde na Vila Pedras Brancas*;3;11;Censo IBGE;2010;1;NA;NA;4;3;3;4;1;NA;1;FBDS;NA;2;NA;1;-;4;NA;2;NA;1;NA;1;Nome do NUI foi atribuído pela equipe da pesquisa de campo;até 50
NUI2647;Porto Alegre;Guaíba;Grupo 3;Area Verde na Vila Pedras Brancas*;3;167;Censo IBGE;2010;1;NA;NA;4;3;3;4;1;NA;1;FBDS;NA;2;NA;1;-;4;NA;2;NA;1;NA;1;Nome do NUI foi atribuído pela equipe da pesquisa de campo;de 100 a 700
NUI2648;Porto Alegre;Guaíba;Grupo 3;Sao Lucas/Primavera (IBGE);3;139;Censo IBGE;2010;2;NA;NA;4;3;3;4;1;NA;1;FBDS;NA;2;NA;1;-;1;NA;2;NA;1;NA;2;IBGE;de 100 a 700
NUI2649;Porto Alegre;Guaíba;Grupo 3;Area na Vila Elza*;3;105;Censo IBGE;2010;1;NA;NA;4;3;3;4;1;NA;0;NA;NA;2;NA;1;-;4;NA;2;NA;1;NA;1;Nome do NUI foi atribuído pela equipe da pesquisa de campo;de 100 a 700
NUI2650;Porto Alegre;Guaíba;Grupo 3;Chega Mais (IBGE);3;193;Aglomerados Subnormais 2019;2020;2;NA;NA;4;3;3;4;1;NA;0;NA;NA;2;NA;1;-;1;NA;2;NA;1;NA;2;IBGE;de 100 a 700
NUI2651;Porto Alegre;Guaíba;Grupo 3;Lote R. Marcílio Dias*;3;1;Censo IBGE;2010;1;NA;NA;4;3;3;4;1;NA;0;NA;NA;2;NA;1;-;4;NA;2;NA;1;NA;1;Nome do NUI foi atribuído pela equipe da pesquisa de campo;até 50
NUI2652;Porto Alegre;Guaíba;Grupo 3;Lotes Largo de 35*;3;7;Censo IBGE;2010;1;NA;NA;4;3;3;4;1;NA;0;NA;NA;2;NA;1;-;4;NA;2;NA;1;NA;1;Nome do NUI foi atribuído pela equipe da pesquisa de campo;até 50
NUI2653;Porto Alegre;Guaíba;Grupo 3;Gleba do Coelho - parte;3;19;Censo IBGE;2010;1;NA;NA;4;3;2;4;1;NA;0;NA;NA;3;Eletricidade;1;-;4;NA;4;NA;3;NA;3;IBGE/POLO;até 50
NUI2654;Porto Alegre;Guaíba;Grupo 3;Lotes Trav. Pedras Brancas*;3;10;Censo IBGE;2010;1;NA;NA;4;3;3;4;1;NA;0;NA;NA;2;NA;1;-;4;NA;2;NA;1;NA;1;Nome do NUI foi atribuído pela equipe da pesquisa de campo;até 50
NUI2655;Porto Alegre;Guaíba;Grupo 3;Ipê;3;322;Censo IBGE;2010;2;NA;NA;4;3;3;4;1;NA;1;FBDS;NA;2;NA;1;-;1;NA;2;NA;1;NA;2;IBGE;de 100 a 700
NUI2656;Porto Alegre;Guaíba;Grupo 3;Area Verde Y-2;1;20;Censo IBGE;2010;1;NA;NA;3;3;2;4;1;NA;1;FBDS;NA;2;NA;1;-;4;NA;4;NA;3;NA;3;NA;até 50
NUI2657;Porto Alegre;Guaíba;Grupo 3;Nova Guaiba;3;276;Aglomerados Subnormais 2019;2020;2;NA;NA;4;3;3;4;1;NA;0;NA;NA;2;NA;1;-;1;NA;2;NA;1;NA;2;IBGE;de 100 a 700
NUI2658;Porto Alegre;Guaíba;Grupo 3;Lotes Nova Guaiba*;3;24;Censo IBGE;2010;1;NA;NA;4;3;3;4;1;NA;0;NA;NA;2;NA;1;-;4;NA;2;NA;1;NA;1;Nome do NUI foi atribuído pela equipe da pesquisa de campo;até 50
NUI2659;Porto Alegre;Guaíba;Grupo 3;Lotes Nova Guaiba*;3;70;Censo IBGE;2010;1;NA;NA;4;3;3;4;1;NA;0;NA;NA;2;NA;1;-;4;NA;2;NA;1;NA;1;Nome do NUI foi atribuído pela equipe da pesquisa de campo;de 51 a 99
NUI2660;Porto Alegre;Guaíba;Grupo 3;Coperativa Vera Cruz;3;249;IBGE AGSN 2019;2019;2;NA;NA;4;2;2;4;1;NA;0;FBDS;menos de 1%;2;NA;1;-;1;NA;1;NA;1;NA;2;Poligonal do IBGE difere da Poligonal da Prefeitura (IBGE);de 100 a 700
NUI2661;Porto Alegre;Guaíba;Grupo 3;Area no B. Columbia City*;3;175;Censo IBGE;2010;1;NA;NA;4;3;3;4;1;NA;0;NA;NA;2;NA;1;-;4;NA;2;NA;1;NA;1;Nome do NUI foi atribuído pela equipe da pesquisa de campo;de 100 a 700
NUI2662;Porto Alegre;Guaíba;Grupo 3;Area no B. Columbia City*;3;150;Censo IBGE;2010;1;NA;NA;4;3;3;4;1;NA;0;NA;NA;2;NA;1;-;4;NA;2;NA;1;NA;1;Nome do NUI foi atribuído pela equipe da pesquisa de campo;de 100 a 700
NUI2663;Porto Alegre;Guaíba;Grupo 3;Area 3;1;6;CADUNICO;2020;1;NA;NA;4;3;2;4;1;NA;0;NA;NA;2;NA;1;-;2;NA;2;NA;1;NA;2;NA;até 50
NUI2664;Porto Alegre;Guaíba;Grupo 3;Lotes no B. N. Sra. de FAtima*;3;10;Censo IBGE;2010;1;NA;NA;4;3;3;4;1;NA;0;NA;NA;2;NA;1;-;4;NA;2;NA;1;NA;1;Nome do NUI foi atribuído pela equipe da pesquisa de campo;até 50
NUI2665;Porto Alegre;Guaíba;Grupo 3;Lotes no B. Florida*;3;18;CADUNICO;2020;1;NA;NA;4;3;3;4;1;NA;0;NA;NA;2;NA;1;-;4;NA;2;NA;1;NA;1;Nome do NUI foi atribuído pela equipe da pesquisa de campo;até 50
NUI2666;Porto Alegre;Guaíba;Grupo 3;Lotes no B. Florida*;3;15;CADUNICO;2020;1;NA;NA;4;3;3;4;1;NA;0;NA;NA;2;NA;1;-;4;NA;2;NA;1;NA;1;Nome do NUI foi atribuído pela equipe da pesquisa de campo;até 50
NUI2667;Porto Alegre;Guaíba;Grupo 3;Chico Py (IBGE);3;26;Aglomerados Subnormais 2019;2020;2;NA;NA;4;3;3;4;1;NA;0;NA;NA;2;NA;1;-;1;NA;2;NA;1;NA;2;IBGE;até 50
NUI2668;Porto Alegre;Guaíba;Grupo 3;Area na Vila Elza*;3;140;Censo IBGE;2010;1;NA;NA;4;3;3;4;1;NA;0;NA;NA;2;NA;1;-;4;NA;2;NA;1;NA;1;Nome do NUI foi atribuído pela equipe da pesquisa de campo;de 100 a 700
NUI2669;Porto Alegre;Guaíba;Grupo 3;Area na Vila Elza*;3;94;Censo IBGE;2010;1;NA;NA;4;3;3;4;1;NA;0;NA;NA;2;NA;1;-;4;NA;2;NA;1;NA;1;Nome do NUI foi atribuído pela equipe da pesquisa de campo;de 51 a 99
NUI2670;Porto Alegre;Guaíba;Grupo 3;Area na Vila Elza*;3;125;Censo IBGE;2010;1;NA;NA;4;3;3;4;1;NA;0;NA;NA;2;NA;1;-;4;NA;2;NA;1;NA;1;Nome do NUI foi atribuído pela equipe da pesquisa de campo;de 100 a 700
NUI2671;Porto Alegre;Guaíba;Grupo 3;Area no Lot. Spagiari*;3;134;Censo IBGE;2010;1;NA;NA;4;3;3;4;1;NA;0;NA;NA;2;NA;1;-;4;NA;2;NA;1;NA;1;Nome do NUI foi atribuído pela equipe da pesquisa de campo;de 100 a 700
NUI2672;Porto Alegre;Guaíba;Grupo 3;Area no Lot. Spagiari*;3;143;Censo IBGE;2010;1;NA;NA;4;3;3;4;1;NA;0;NA;NA;2;NA;1;-;4;NA;2;NA;1;NA;1;Nome do NUI foi atribuído pela equipe da pesquisa de campo;de 100 a 700
NUI2673;Porto Alegre;Guaíba;Grupo 3;Area no Lot. Spagiari*;3;48;Censo IBGE;2010;1;NA;NA;4;3;3;4;1;NA;0;NA;NA;2;NA;1;-;4;NA;2;NA;1;NA;1;Nome do NUI foi atribuído pela equipe da pesquisa de campo;até 50
NUI2674;Porto Alegre;Guaíba;Grupo 3;Area no Lot. Spagiari*;3;124;Censo IBGE;2010;1;NA;NA;4;3;3;4;1;NA;0;NA;NA;2;NA;1;-;4;NA;2;NA;1;NA;1;Nome do NUI foi atribuído pela equipe da pesquisa de campo;de 100 a 700
NUI2675;Porto Alegre;Guaíba;Grupo 3;Area no B. Alegria*;3;158;Censo IBGE;2010;1;NA;NA;4;3;3;4;1;NA;0;NA;NA;2;NA;1;-;4;NA;2;NA;1;NA;1;Nome do NUI foi atribuído pela equipe da pesquisa de campo;de 100 a 700
NUI2676;Porto Alegre;Guaíba;Grupo 3;Lote no B. Alegria*;3;1;Censo IBGE;2010;1;NA;NA;4;3;3;4;1;NA;0;NA;NA;2;NA;1;-;4;NA;2;NA;1;NA;1;Nome do NUI foi atribuído pela equipe da pesquisa de campo;até 50
NUI2677;Porto Alegre;Guaíba;Grupo 3;Gleba do Celhao - parte;3;30;Censo IBGE;2010;1;NA;NA;4;3;2;4;1;NA;0;NA;NA;3;Eletricidade;1;-;4;NA;4;NA;3;NA;3;IBGE/POLO;até 50
NUI2678;Porto Alegre;Guaíba;Grupo 3;Vila InAcio DonArio dos Santos;3;25;Aglomerados Subnormais 2019;2020;1;NA;NA;4;3;3;4;1;NA;0;NA;NA;2;NA;1;-;4;NA;2;NA;1;NA;1;Nome do NUI foi atribuído pela equipe da pesquisa de campo;até 50
NUI2679;Porto Alegre;Guaíba;Grupo 3;Forsul;3;84;Censo IBGE;2010;2;NA;NA;4;3;3;4;1;NA;0;NA;NA;2;NA;1;-;1;NA;2;NA;1;NA;2;IBGE;de 51 a 99
NUI2680;Porto Alegre;Guaíba;Grupo 3;Praca Florida;1;32;Censo IBGE;2010;1;NA;NA;4;3;2;4;1;NA;1;FBDS;NA;3;Enchente?;1;-;1;NA;3;NA;1;NA;1;NA;até 50
NUI2681;Porto Alegre;Guaíba;Grupo 3;Area Verde 6B;1;7;Censo IBGE;2010;1;NA;NA;3;2;2;4;1;NA;0;NA;NA;1;NA;1;-;3;NA;4;NA;2;NA;3;NA;até 50
NUI2682;Porto Alegre;Guaíba;Grupo 3;Area no B. Columbia City*;3;29;Aglomerados Subnormais 2019;2020;1;NA;NA;4;3;3;4;1;NA;0;NA;NA;2;NA;1;-;4;NA;2;NA;1;NA;1;Nome do NUI foi atribuído pela equipe da pesquisa de campo;até 50
NUI2683;Porto Alegre;Guaíba;Grupo 3;Lotes R. W. Maciel;3;3;Censo IBGE;2010;1;NA;NA;4;3;3;4;1;NA;0;NA;NA;2;NA;1;-;4;NA;2;NA;1;NA;1;Nome do NUI foi atribuído pela equipe da pesquisa de campo;até 50
NUI2684;Porto Alegre;Guaíba;Grupo 3;Area Verde II;1;39;Censo IBGE;2010;1;NA;NA;2;2;3;4;1;NA;0;NA;NA;1;NA;1;-;2;NA;2;NA;2;NA;2;NA;até 50
NUI2685;Porto Alegre;Guaíba;Grupo 3;Rua 20 (B);1;2;Censo IBGE;2010;1;NA;NA;2;1;2;4;1;NA;0;NA;NA;2;NA;1;-;3;NA;3;NA;3;NA;3;NA;até 50
NUI2686;Porto Alegre;Guaíba;Grupo 3;Area Verde;1;4;Censo IBGE;2010;1;NA;NA;4;3;3;4;1;NA;0;NA;NA;1;NA;1;-;1;NA;3;NA;1;NA;1;NA;até 50
NUI2687;Porto Alegre;Guaíba;Grupo 3;Area Verde A;1;44;Censo IBGE;2010;1;NA;NA;4;3;2;4;1;NA;0;NA;NA;2;NA;1;-;2;NA;2;NA;2;NA;2;NA;até 50
NUI2688;Porto Alegre;Guaíba;Grupo 3;Area Verde B;1;445;Censo IBGE;2010;1;NA;NA;4;3;2;4;1;NA;0;NA;NA;2;NA;1;-;2;NA;2;NA;2;NA;2;NA;de 100 a 700
NUI2689;Porto Alegre;Guaíba;Grupo 3;Vila Esperanca - Area Verde 99;1;57;Censo IBGE;2010;1;NA;NA;4;3;2;4;1;NA;0;NA;NA;2;NA;1;-;3;NA;3;NA;2;NA;2;NA;de 51 a 99
NUI2690;Porto Alegre;Guaíba;Grupo 3;Vila Esperanca - Area Verde 100;1;44;Censo IBGE;2010;1;NA;NA;4;3;2;4;1;NA;0;NA;NA;2;NA;1;-;3;NA;2;NA;2;NA;2;NA;até 50
NUI2691;Porto Alegre;Guaíba;Grupo 3;Vila Esperanca - Reserva Técnica 02;1;66;Censo IBGE;2010;1;NA;NA;4;3;2;4;1;NA;0;NA;NA;2;NA;1;-;1;NA;1;NA;2;NA;2;NA;de 51 a 99
NUI2692;Porto Alegre;Guaíba;Grupo 3;Vila Esperanca - Area Institucional 02;1;13;Censo IBGE;2010;1;NA;NA;4;3;2;4;1;NA;0;NA;NA;2;NA;1;-;2;NA;4;NA;3;NA;3;NA;até 50
NUI2693;Porto Alegre;Guaíba;Grupo 3;Vila dos Brigadianos e Parte Vila Esperanca;1;212;Censo IBGE;2010;1;NA;NA;4;3;2;4;1;NA;0;NA;NA;2;NA;1;-;2;NA;2;NA;2;NA;3;NA;de 100 a 700
NUI2694;Porto Alegre;Guaíba;Grupo 3;Vila Esperanca - Parte;3;117;Censo IBGE;2010;1;NA;NA;4;3;2;4;1;NA;0;NA;NA;3;Eletricidade;1;-;4;NA;4;NA;3;NA;3;IBGE/POLO;de 100 a 700
NUI2695;Porto Alegre;Guaíba;Grupo 3;Vila Benca;3;124;Censo IBGE;2010;2;NA;NA;4;3;3;4;1;NA;0;NA;NA;2;NA;1;-;1;NA;2;NA;1;NA;2;IBGE;de 100 a 700
NUI2265;Porto Alegre;Alvorada;Grupo 2;Beira Mar;3;243;Aglomerados Subnormais 2019;2020;1;NA;NA;4;4;3;2;1;NA;1;FBDS;NA;3;Inundacao - METROPLAN;1;-;2;NA;4;NA;2;NA;3;Polígono de NUI definido através do cruzamento de AGSN e CEM CEBRAP e o PD da Prefeitura. Prefeitura indicou que tudo dentro de Area verde e APCC estaria irregular.;de 100 a 700
NUI2266;Porto Alegre;Alvorada;Grupo 2;Jardim Algarve;3;448;Censo IBGE;2010;1;NA;NA;4;1;2;2;1;NA;1;FBDS;NA;1;NA;1;-;4;NA;4;NA;2;NA;3;Polígono de NUI definido através do cruzamento de AGSN e CEM CEBRAP e o PD da Prefeitura. Prefeitura indicou que tudo dentro de Area verde e APCC estaria irregular.;de 100 a 700
NUI2267;Porto Alegre;Alvorada;Grupo 2;Rua Afonso da Silva Peixoto;3;84;Aglomerados Subnormais 2019;2020;1;NA;NA;4;2;2;2;1;NA;1;FBDS;NA;1;NA;1;-;2;NA;4;NA;2;NA;2;Polígono de NUI definido através do cruzamento de AGSN e CEM CEBRAP e o PD da Prefeitura. Prefeitura indicou que tudo dentro de Area verde e APCC estaria irregular.;de 51 a 99
NUI2271;Porto Alegre;Alvorada;Grupo 2;Santa Clara;3;752;Censo IBGE;2010;1;NA;NA;4;2;2;2;1;NA;1;FBDS;NA;1;NA;1;-;2;NA;4;NA;2;NA;2;Polígono de NUI definido através do cruzamento de AGSN e CEM CEBRAP e o PD da Prefeitura. Prefeitura indicou que tudo dentro de Area verde e APCC estaria irregular.;de 701 a 2.000
NUI2272;Porto Alegre;Alvorada;Grupo 2;Sao Pedro;3;80;Aglomerados Subnormais 2019;2020;1;NA;NA;4;2;3;2;1;NA;1;FBDS;NA;1;NA;1;-;2;NA;4;NA;2;NA;2;Polígono de NUI definido através do cruzamento de AGSN e CEM CEBRAP e o PD da Prefeitura. Prefeitura indicou que tudo dentro de Area verde e APCC estaria irregular.;de 51 a 99
NUI2275;Porto Alegre;Alvorada;Grupo 2;Vila Maria Regina;3;75;Aglomerados Subnormais 2019;2020;1;NA;NA;4;3;2;2;5;Zona de Preservacao (Plano Diretor);0;NA;NA;1;NA;1;-;3;NA;4;NA;2;NA;4;Polígono de NUI definido através do cruzamento de AGSN e CEM CEBRAP e o PD da Prefeitura. Prefeitura indicou que tudo dentro de Area verde e APCC estaria irregular.;de 51 a 99
NUI2281;Porto Alegre;Alvorada;Grupo 2;Sumaré;3;30;Aglomerados Subnormais 2019;2020;1;NA;NA;4;2;2;2;5;Area de protecao contra cheias - APCC;0;NA;NA;3;Inundacao - METROPLAN;1;-;2;NA;4;NA;2;NA;2;Polígono de NUI definido através do cruzamento de AGSN e CEM CEBRAP e o PD da Prefeitura. Prefeitura indicou que tudo dentro de Area verde e APCC estaria irregular. (CEM CEBRAP);até 50
NUI2283;Porto Alegre;Alvorada;Grupo 2;Vila Nova Americana;3;193;CADUNICO;2020;1;NA;NA;4;1;3;2;1;NA;1;FBDS;NA;3;Inundacao - METROPLAN;1;-;3;NA;4;NA;2;NA;3;Polígono de NUI definido através do cruzamento de AGSN e CEM CEBRAP e o PD da Prefeitura. Prefeitura indicou que tudo dentro de Area verde e APCC estaria irregular.;de 100 a 700
NUI2276;Porto Alegre;Alvorada;Grupo 2;Vila Piratini;3;30;Aglomerados Subnormais 2019;2020;1;NA;NA;4;2;2;2;1;NA;1;FBDS;NA;1;NA;1;-;2;NA;4;NA;2;NA;2;Polígono de NUI definido através do cruzamento de AGSN e CEM CEBRAP e o PD da Prefeitura. Prefeitura indicou que tudo dentro de Area verde e APCC estaria irregular.;até 50
